128,1400446,700351
129,1433496,716877
130,1467062,733661
131,1501148,750705
132,1535758,768011
133,1570896,785581
134,1606568,803418
135,1642776,821523
136,1679524,839898
137,1716816,858545
138,1754656,877466
139,1793048,896663
140,1831996,916138
141,1871504,935893
142,1911576,955930
143,1952216,976251
144,1993428,996858
145,2035216,1017753
146,2077584,1038938
147,2120536,1060415
148,2164076,1082186
149,2208208,1104253
150,2252936,1126618
151,2298264,1149283
152,2344196,1172250
153,2390736,1195521
154,2437888,1219098
155,2485656,1242983
156,2534044,1267178
157,2583056,1291685
158,2632698,1316507
159,2682972,1341645
160,2733882,1367101
161,2785432,1392877
162,2837626,1418975
163,2890468,1445397
164,2943962,1472145
165,2998112,1499221
166,3052922,1526627
167,3108396,1554365
168,3164538,1582437
169,3221352,1610845
170,3278842,1639591
171,3337012,1668677
172,3395866,1698105
173,3455408,1727877
174,3515642,1757995
175,3576572,1788461
176,3638202,1819277
177,3700536,1850445
178,3763578,1881967
179,3827332,1913845
180,3891802,1946081
181,3956992,1978677
182,4022906,2011635
183,4089548,2044957
184,4156924,2078646
185,4225036,2112703
186,4293888,2147130
187,4363484,2181929
188,4433828,2217102
189,4504924,2252651
190,4576776,2288578
191,4649388,2324885
192,4722764,2361574
193,4796908,2398647
194,4871824,2436106
195,4947516,2473953
196,5023988,2512190
197,5101244,2550819
198,5179288,2589842
199,5258124,2629261
200,5337756,2669078
201,5418188,2709295
202,5499424,2749914
203,5581468,2790937
204,5664324,2832366
205,5747996,2874203
206,5832488,2916450
207,5917804,2959109
208,6003948,3002182
209,6090924,3045671
210,6178736,3089578
211,6267388,3133905
212,6356886,3178655
213,6447232,3223829
214,6538430,3269429
215,6630484,3315457
216,6723398,3361915
217,6817176,3408805
218,6911822,3456129
219,7007340,3503889
220,7103734,3552087
221,7201008,3600725
222,7299166,3649805
223,7398212,3699329
224,7498150,3749299
225,7598984,3799717
226,7700718,3850585
227,7803356,3901905
228,7906902,3953679
229,8011360,4005909
230,8116734,4058597
231,8223028,4111745
232,8330246,4165355
233,8438392,4219429
234,8547470,4273969
235,8657484,4328977
236,8768438,4384455
237,8880336,4440405
238,8993182,4496829
239,9106980,4553729
240,9221734,4611107
241,9337448,4668965
242,9454128,4727306
243,9571776,4786131
244,9690396,4845442
245,9809992,4905241
246,9930568,4965530
247,10052128,5026311
248,10174676,5087586
249,10298216,5149357
250,10422752,5211626
251,10548288,5274395
252,10674828,5337666
253,10802376,5401441
254,10930936,5465722
255,11060512,5530511
256,11191108,5595810
257,11322728,5661621
258,11455376,5727946
259,11589056,5794787
260,11723772,5862146
261,11859528,5930025
262,11996328,5998426
263,12134176,6067351
264,12273076,6136802
265,12413032,6206781
266,12554048,6277290
267,12696128,6348331
268,12839276,6419906
269,12983496,6492017
270,13128792,6564666
271,13275168,6637855
272,13422628,6711586
273,13571176,6785861
274,13720818,6860683
275,13871556,6936053
276,14023394,7011973
277,14176336,7088445
278,14330386,7165471
279,14485548,7243053
280,14641826,7321193
281,14799224,7399893
282,14957746,7479155
283,15117396,7558981
284,15278178,7639373
285,15440096,7720333
286,15603154,7801863
287,15767356,7883965
288,15932706,7966641
289,16099208,8049893
290,16266866,8133723
291,16435684,8218133
292,16605666,8303125
293,16776816,8388701
294,16949138,8474863
295,17122636,8561613
296,17297314,8648953
297,17473176,8736885
298,17650226,8825411
299,17828468,8914533
300,18007906,9004253
301,18188544,9094573
302,18370386,9185495
303,18553436,9277021
304,18737698,9369153
305,18923176,9461893
306,19109874,9555243
307,19297796,9649205
308,19486948,9743782
309,19677332,9838975
310,19868952,9934786
311,20061812,10031217
312,20255916,10128270
313,20451268,10225947
314,20647872,10324250
315,20845732,10423181
316,21044852,10522742
317,21245236,10622935
318,21446888,10723762
319,21649812,10825225
320,21854012,10927326
321,22059492,11030067
322,22266256,11133450
323,22474308,11237477
324,22683652,11342150
325,22894292,11447471
326,23106232,11553442
327,23319476,11660065
328,23534028,11767342
329,23749892,11875275
330,23967072,11983866
331,24185572,12093117
332,24405396,12203030
333,24626548,12313607
334,24849032,12424850
335,25072852,12536761
336,25298012,12649342
337,25524516,12762595
338,25752368,12876522
339,25981572,12991125
340,26212132,13106406
341,26444052,13222367
342,26677336,13339010
343,26911988,13456337
344,27148014,13574351
345,27385416,13693053
346,27624198,13812445
347,27864364,13932529
348,28105918,14053307
349,28348864,14174781
350,28593206,14296953
351,28838948,14419825
352,29086094,14543399
353,29334648,14667677
354,29584614,14792661
355,29835996,14918353
356,30088798,15044755
357,30343024,15171869
358,30598678,15299697
359,30855764,15428241
360,31114286,15557503
361,31374248,15687485
362,31635654,15818189
363,31898508,15949617
364,32162814,16081771
365,32428576,16214653
366,32695798,16348265
367,32964484,16482609
368,33234638,16617687
369,33506264,16753501
370,33779366,16890053
371,34053948,17027345
372,34330014,17165379
373,34607568,17304157
374,34886614,17443681
375,35167156,17583953
376,35449198,17724975
377,35732744,17866749
378,36017798,18009277
379,36304364,18152561
380,36592446,18296603
381,36882048,18441405
382,37173176,18586970
383,37465832,18733299
384,37760020,18880394
385,38055744,19028257
386,38353008,19176890
387,38651816,19326295
388,38952172,19476474
389,39254080,19627429
390,39557544,19779162
391,39862568,19931675
392,40169156,20084970
393,40477312,20239049
394,40787040,20393914
395,41098344,20549567
396,41411228,20706010
397,41725696,20863245
398,42041752,21021274
399,42359400,21180099
400,42678644,21339722
401,42999488,21500145
402,43321936,21661370
403,43645992,21823399
404,43971660,21986234
405,44298944,22149877
406,44627848,22314330
407,44958376,22479595
408,45290532,22645674
409,45624320,22812569
410,45959744,22980282
411,46296808,23148815
412,46635516,23318170
413,46975872,23488349
414,47317880,23659354
415,47661544,23831187
416,48006868,24003850
417,48353856,24177345
418,48702512,24351674
419,49052840,24526839
420,49404844,24702842
421,49758528,24879685
422,50113898,25057371
423,50470956,25235901
424,50829706,25415277
425,51190152,25595501
426,51552298,25776575
427,51916148,25958501
428,52281706,26141281
429,52648976,26324917
430,53017962,26509411
431,53388668,26694765
432,53761098,26880981
433,54135256,27068061
434,54511146,27256007
435,54888772,27444821
436,55268138,27634505
437,55649248,27825061
438,56032106,28016491
439,56416716,28208797
440,56803082,28401981
441,57191208,28596045
442,57581098,28790991
443,57972756,28986821
444,58366186,29183537
445,58761392,29381141
446,59158378,29579635
447,59557148,29779021
448,59957706,29979301
449,60360056,30180477
450,60764202,30382551
451,61170148,30585525
452,61577898,30789401
453,61987456,30994181
454,62398826,31199867
455,62812012,31406461
456,63227018,31613965
457,63643848,31822381
458,64062506,32031711
459,64482996,32241957
460,64905322,32453121
461,65329488,32665205
462,65755498,32878211
463,66183356,33092141
464,66613068,33306998
465,67044636,33522783
466,67478064,33739498
467,67913356,33957145
468,68350516,34175726
469,68789548,34395243
470,69230456,34615698
471,69673244,34837093
472,70117916,35059430
473,70564476,35282711
474,71012928,35506938
475,71463276,35732113
476,71915524,35958238
477,72369676,36185315
478,72825736,36413346
479,73283708,36642333
480,73743596,36872278
481,74205404,37103183
482,74669136,37335050
483,75134796,37567881
484,75602388,37801678
485,76071916,38036443
486,76543384,38272178
487,77016796,38508885
488,77492156,38746566
489,77969468,38985223
490,78448736,39224858
491,78929964,39465473
492,79413156,39707070
493,79898316,39949651
494,80385448,40193218
495,80874556,40437773
496,81365644,40683318
497,81858716,40929855
498,82353776,41177386
499,82850828,41425913
500,83349876,41675438
